2120,41958,"0248921"
2118,20440,"0248927"
2120,41991,"0248929"
2120,41656,"0248935"
2120,40177,"0248937"
2122,60901,"0249026"
2122,62141,"0249027"
2118,20953,"0249028"
2120,41053,"0249032"
2120,41029,"0249034"
2118,21534,"0249039"
2120,42008,"0249039"
2118,21265,"0249041"
2122,62461,"0249044"
2118,21888,"1027815"
2118,22189,"1028210"
2122,61643,"1058569"
2118,21626,"1059386"
2120,41946,"1063985"
2118,22083,"1064024"
2118,22367,"1086425"
2120,41861,"1105550"
2120,42416,"1105550"
2120,42012,"1139333"
2122,61989,"1176968"
2118,21466,"1177567"
2120,41460,"1177567"
2122,62461,"1179521"
2122,62390,"1179865"
2124,70193,"1180144"
2124,70008,"1183331"
2118,20707,"1218137"
2120,42315,"1218147"
2122,61901,"1218147"
2122,61902,"1218147"
2118,22450,"1218149"
2120,41132,"1218320"
2120,40527,"1219422"
2118,21305,"1219900"
2120,40118,"1256806"
2120,40199,"1256861"
2122,61947,"1258514"
2122,62470,"1297062"
2122,61386,"1297499"
2120,40848,"1297995"
2118,22649,"1298325"
2120,41431,"1298325"
2120,40895,"1298903"
2122,62167,"1298903"
2120,42353,"1299321"
2122,61449,"1299321"
2120,42413,"1341409"
2122,62603,"1341409"
2122,61002,"1341940"
